Text,Difficulty,Text_english_translation
"Ils précisent dans cette lettre qu’ils ont été bien sages, qu’ils ont écouté leurs parents et aussi fait tous leurs devoirs",B2,"They specify in this letter that they were very good, that they listened to their parents and also did all their homework."
Ils préfèrent alors rester à la maison et profitent du temps libre pour visiter leurs familles ou se balader en ville,B1,They prefer to stay at home and take advantage of the free time to visit their families or walk around town.
Ils prennent des risques énormes.,A1,They take huge risks.
Ils prennent donc leur voiture rouge et conduisent jusqu’à la place du village,A2,So they take their red car and drive to the village square
Ils se sont fait des copains et sont heureux de vivre en France,B1,They made friends and are happy to live in France
"Ils sont trop mignons ! Mon préféré est noir et blanc, et il s'appelle.",A2,"They are so cute ! My favorite is black and white, and it&#39;s called."
"Ils veulent admirer la célèbre Sagrada Familia, se balader dans le Parc Güell et goûter la nourriture locale",A1,"They want to admire the famous Sagrada Familia, walk around Park Güell and taste the local food"
Ils vont cuisiner une quiche lorraine pour le repas,A2,They will cook a quiche Lorraine for the meal
"Ils y creusaient des trous en forme de bouche, de nez et d’yeux et en éclairait l’intérieur d’une bougie",B2,"They dug holes in the shape of a mouth, nose and eyes and lit the inside of a candle."
J'adore la cuisine ici.,A2,I love the food here.
"J'adore passer du temps avec connaît le nom des plantes, et il sait reconnaître les champignons comestibles.",A2,"I love spending time with knowing the names of plants, and he knows how to recognize edible mushrooms."
J'ai adoré le repas.,A2,I loved the meal.
"J'ai beaucoup de nostalgie quand je me rappelle mes Noëls d'enfant chez mes parents et les cadeaux que j'ai reçus comme mes patins à roulettes, mes poupées, mes jeux de société, mon Jokari, ma patinette.
",C1,"I have a lot of nostalgia when I remember my Christmases as a child at my parents&#39; house and the gifts I received such as my roller skates, my dolls, my board games, my Jokari, my scooter."
J'ai bien aimé le film.,A2,I really liked the movie.
J'ai bien reçu ton message.,A2,I received your message.
J'ai connu mon pays sous un soleil flambant.,A2,I have known my country under a blazing sun.
J'ai de la chance d'avoir vu le spectacle plus de 500 fois.,A2,I am lucky to have seen the show over 500 times.
"J'ai été élevé par deux femmes exceptionnelles, racontait-il clans une Interview enregistrée en 1981 oui il apparaît, direct et affable, en compagnie de sa fille et de sa petite-fille. ",C1,"I was raised by two exceptional women, he recounted in an Interview recorded in 1981, yes he appears, direct and affable, in the company of his daughter and his granddaughter."
J'ai eu très peur.,A2,I was very afraid.
J'ai eu une réunion hier où nous avons pris plusieurs décisions avec notre partenaire brésilien.,B1,I had a meeting yesterday where we made several decisions with our Brazilian partner.
J'ai le plaisir de vous annoncer que votre demande d'inscription à l'université de Strasbourg en première année de master Sciences et Société a été acceptée.,B1,I am pleased to announce that your application for enrollment at the University of Strasbourg in the first year of the Masters in Sciences and Society has been accepted.
J'ai le regret de vous faire savoir que je conteste votre décision.,C1,I regret to let you know that I am challenging your decision.
J'ai peur qu'il soit parti sans laisser d'adresse.,B1,I&#39;m afraid he left without leaving an address.
J'ai trouvé les personnages sympathiques.,A2,I found the characters to be sympathetic.
J'ai une furieuse envie de téléportation!,B2,I have a furious desire for teleportation!
J'ai une soeur.,A1,I have a sister.
J'aime bien ce film de 1964 parce que j'aime bien les comédies.,A2,I like this 1964 film because I like comedies.
J'attends ta réponse.,A2,I&#39;m waiting for your answer.
"J'avais l'impression que tout était contre moi, et puis euh, je me suis accrochė, et puis voilà c'est la fin, j'étais content, je me suis bagarré, j'ai eu beaucoup de soutien à terre, tous les gens qui m'envoyaient des messages, qui me disaient de rien lâcher.",C1,"I felt like everything was against me, and then uh, I hung on, and then here it is, I was happy, I fought, I had a lot of support on the ground, all the people who sent me messages, who told me not to let go."
J'espère que tu passes des vacances extraordinaires.,A2,Hope you have an amazing vacation.
J'espère que tu vas bien et que tes vacances au ski se passent bien aussi,B1,Hope you are doing well and your ski vacation is going well too
J'espères que tu vas bien.,A1,I hope you are doing well.
J'étais donc lycéen et pompier à la fois,A2,So I was a high school student and a firefighter at the same time
J'étais fier,A2,I was proud
J'habite une belle ville dans le nord de la France,A1,I live in a beautiful city in the north of France
"J’achète un livre, un pantalon et une nouvelle lampe pour ma chambre",A1,"I buy a book, pants and a new lamp for my room"
"J’adore ma grand-mère, elle très gentille",A1,"I adore my grandmother, she very nice"
J’ai décidé de peindre les murs en jaune et d’y installer mon piano,A2,I decided to paint the walls yellow and put my piano there
"J’ai déjà pris l’avion car nous sommes allés à Rome en Italie, il y a deux ans",A1,I have already taken the plane because we went to Rome in Italy two years ago
J’ai deux frères,A1,I have two brothers
"J’ai fait de gros progrès en français, je le comprends et je sais le parler et l’écrire bien mieux maintenant",B1,"I have made great progress in French, I understand it and I know how to speak and write it much better now"
"J’ai hâte que tu viennes me rendre visite le mois prochain, pour te montrer mes endroits préférés",A1,"I can&#39;t wait for you to come visit me next month, to show you my favorite places"
J’ai passé une très bonne journée de vacances,A1,I had a very good day of vacation
J’ai un garage pour ma voiture et pour mon vélo,A2,I have a garage for my car and for my bike
J’aime beaucoup l’école,A1,I really like school
J’aime beaucoup toute ma famille,A2,I really like all my family
J’espère qu’il y aura beaucoup de soleil,A1,I hope there will be a lot of sun
Jamais autant de gens ne l'ont parlée qu'aujourd'hui.,C1,Never have so many people spoken it as today.
James a ensuite rejoint le quartier moderne de la Confluence où le fleuve de la Saône se jette dans le Rhône,B2,James then joined the modern district of Confluence where the Saône river flows into the Rhône
Jason a très faim et cherche un restaurant,B1,Jason is very hungry and is looking for a restaurant
"Jason, touriste américain, est en vacances en Provence et vient à Marseille une journée",B1,"Jason, American tourist, is on vacation in Provence and comes to Marseille for a day"
Je commande du poisson avec de la purée,A1,I order fish with mash
Je commence par un petit-déjeuner dans un café près de l'Arc de Triomphe avec des croissants délicieux,B1,I start with a breakfast in a cafe near the Arc de Triomphe with delicious croissants
"Je cours dans ma chambre, et je me dépêche de m'habiller et de me maquiller, puis je vais prendre le métro.",A1,"I run to my room, and I hurry to get dressed and put on my makeup, then I&#39;m going to take the subway."
Je crois que le contrat va être signé et que nous pourrons commencer à travailler avec lui très vite.,B1,I believe that the contract will be signed and that we can start working with him very quickly.
Je débouche votre lavabo ou votre baignoire.,A1,I unclog your sink or your bathtub.
"Je devais avoir peut-être six ou sept ans et comme d'habitude, j'avais mis mes souliers devant la cheminée de ma chambre-bien qu'elle soit complètement bouchée et donc inaccessible au père Noël - et cette année-là, je rêvais d'avoir une maison de poupées.
",C1,I must have been maybe six or seven years old and as usual I had put my shoes on in front of my bedroom fireplace - although it was completely blocked up and therefore inaccessible to Santa Claus - and that year I dreamed of having a dollhouse.
